,words,label
2205,whereof,0
2206,are,0
2207,credibly,0
2208,reported,0
2209,to,0
2210,give,0
2211,their,0
2212,sent,0
2213,above,0
2214,thirty,0
2215,leagues,0
2216,off,0
2217,at,0
2218,sea,0
2220,upon,0
2221,the,0
2222,coasts,0
2223,of,0
2224,spain,0
2226,and,0
2227,at,0
2228,some,0
2229,distance,0
2230,towards,0
2231,the,0
2232,meadow,0
2233,side,0
2235,vines,0
2237,yea,0
2239,hops,0
2240,nan,0
2241,that,0
2242,the,0
2243,fields,0
2245,and,0
2246,crofts,0
2247,within,0
2248,these,0
2249,closures,0
2251,or,0
2252,invironing,0
2253,gardens,0
2255,be,0
2257,some,0
2258,of,0
2259,them,0
2261,planted,0
2262,with,0
2263,wild,0
2264,thyme,0
2266,and,0
2267,others,0
2268,reserved,0
2269,for,0
2270,plots,0
2271,of,0
2272,beans,0
2274,pease,0
2275,(,0
2276,not,0
2277,cabbages,0
2279,whose,0
2280,rotten,0
2281,and,0
2282,perishing,0
2283,stalks,0
2284,have,0
2285,a,0
2286,very,0
2287,noisom,0
2288,and,0
2289,unhealthy,0
2290,smell,1
2292,and,0
2293,therefore,0
2294,by,0
2295,hyppocrates,0
2296,utterly,0
2297,condemned,0
2298,near,0
2299,great,0
2300,cities,0
2301,),0
2302,but,0
2303,such,0
2304,blossom-bearing,0
2305,grain,0
2306,as,0
2307,send,0
2308,forth,0
2309,their,0
2310,virtue,0
2311,at,0
2312,farthest,0
2313,distance,0
2315,and,0
2316,are,0
2317,all,0
2318,of,0
2319,them,0
2320,marketable,0
2321,at,0
2322,london,0
2324,by,0
2325,which,0
2326,means,0
2328,the,0
2329,aer,0
2330,and,0
2331,winds,0
2332,perpetually,0
2333,fann,0
2335,d,0
2336,from,0
2337,so,0
2338,many,0
2339,circling,0
2340,and,0
2341,encompassing,0
2342,hedges,0
2344,fragrant,1
2345,shrubs,0
2347,trees,0
2349,and,0
2350,flowers,1
2351,(,0
2352,the,0
2353,amputation,0
2354,and,0
2355,prunings,0
2356,of,0
2357,whose,0
2358,superfluities,0
2360,may,0
2361,in,0
2362,winter,0
2364,on,0
2365,some,0
2366,occasions,0
2367,of,0
2368,weather,0
2370,and,0
2371,winds,0
2373,be,0
2374,burnt,0
2376,to,0
2377,visit,0
2378,the,0
2379,city,0
2380,with,0
2381,a,0
2382,more,0
2383,benign,0
2384,smoak,0
2385,),0
2386,not,0
2387,onely,0
2388,all,0
2389,that,0
2390,did,0
2391,approach,0
2392,the,0
2393,region,0
2395,which,0
2396,is,0
2397,properly,0
2398,design,0
2400,d,0
2401,to,0
2402,be,0
2403,flowery,0
2405,but,0
2406,even,0
2407,the,0
2408,whole,0
2409,city,0
2411,would,0
2412,be,0
2413,sensible,0
2414,of,0
2415,the,0
2416,sweet,0
2417,and,0
2418,ravishing,0
2419,varieties,0
2420,of,0
2421,the,0
2422,perfumes,0
2424,as,0
2425,well,0
2426,as,0
2427,of,0
2428,the,0
2429,most,0
2430,delightful,0
2431,and,0
2432,pleasant,0
2433,objects,0
2435,and,0
2436,places,0
2437,of,0
2438,recreation,0
2439,for,0
2440,the,0
2441,inhabitants,0
2443,yielding,0
2444,also,0
2445,a,0
2446,prospect,0
2447,of,0
2448,a,0
2449,noble,0
2450,and,0
2451,masculine,0
2452,majesty,0
2454,by,0
2455,reason,0
2456,of,0
2457,the,0
2458,frequent,0
2459,plantations,0
2460,of,0
2461,trees,0
2463,and,0
2464,nurseries,0
2465,for,0
2466,ornament,0
2468,profit,0
2470,and,0
2471,security,0
2473,the,0
2474,remainder,0
2475,of,0
2476,the,0
2477,fields,0
2478,included,0
2480,yielding,0
2481,the,0
2482,same,0
2484,and,0
2485,better,0
2486,shelter,0
2488,and,0
2489,pasture,0
2490,for,0
2491,sheep,0
2492,and,0
2493,cattel,0
2494,then,0
2495,now,0
2497,that,0
2498,they,0
2499,lie,0
2500,bleak,0
2502,expos,0
2504,d,0
2505,and,0
2506,abandon,0
2508,d,0
2509,to,0
2510,the,0
2511,winds,0
2513,which,0
2514,perpetually,0
2515,invade,0
2516,them,0
2517,nan,0
2518,the,0
2519,scent,1
2520,of,0
2521,flowers,1
2522,is,0
2523,often,0
2524,cloying,0
2526,as,0
2527,of,0
2528,the,0
2529,tuberose,0
2531,while,0
2532,that,0
2533,of,0
2534,leaves,0
2535,is,0
2536,often,0
2537,delightful,0
2538,and,0
2539,refreshing,0
2541,as,0
2542,in,0
2543,the,0
2544,green,0
2545,budding,0
2546,larch,0
2548,and,0
2549,in,0
2550,the,0
2551,leaves,0
2552,of,0
2553,balm,1
2554,and,0
2555,rosemary,0
2557,while,0
2558,in,0
2559,many,0
2560,cases,0
2561,fragrance,1
2562,is,0
2563,stored,0
2564,in,0
2565,the,0
2566,wood,0
2567,and,0
2568,permeates,0
2569,down,0
2570,through,0
2571,the,0
2572,roots,0
2573,nan,0
2574,the,0
2575,geraniums,0
2576,in,0
2577,the,0
2578,cottage,0
2579,window,0
2580,bring,0
2581,us,0
2582,the,0
2583,spicy,0
2584,fragrance,1
2585,of,0
2586,the,0
2587,south,0
2588,african,0
2589,hills,0
2591,the,0
2592,lavender,1
2593,bush,0
2594,of,0
2595,the,0
2596,sunny,0
2597,hills,0
2598,of,0
2599,provence,0
2601,where,0
2602,it,0
2603,is,0
2604,at,0
2605,home,0
2607,the,0
2608,roses,0
2609,in,0
2610,the,0
2611,garden,0
2612,bring,0
2613,near,0
2614,us,0
2615,the,0
2616,breath,0
2617,of,0
2618,the,0
2619,wild,0
2620,roses,0
2621,on,0
2622,a,0
2623,thousand,0
2624,hills,0
2626,the,0
2627,aromatic,1
2628,pot-herbs,0
2629,of,0
2630,our,0
2631,gardens,0
2632,are,0
2633,a,0
2634,gift,0
2635,of,0
2636,the,0
2637,shore-lands,0
2638,of,0
2639,france,0
2640,and,0
2641,italy,0
2642,and,0
2643,greece,0
2644,nan,0
2645,of,0
2646,the,0
2647,many,0
2648,considerations,0
2649,that,0
2650,should,0
2651,occur,0
2652,in,0
2653,the,0
2654,making,0
2655,of,0
2656,a,0
2657,beautiful,0
2658,garden,0
2659,to,0
2660,live,0
2661,in,0
2663,this,0
2664,of,0
2665,fragrant,1
2666,plants,0
2667,and,0
2668,flowers,1
2669,is,0
2670,one,0
2671,of,0
2672,the,0
2673,first,0
2674,nan,0
2675,apart,0
2676,from,0
2677,the,0
2678,groups,0
2679,of,0
2680,plants,0
2681,in,0
2682,which,0
2683,all,0
2685,or,0
2686,nearly,0
2687,all,0
2689,are,0
2690,sweet,0
2692,as,0
2693,in,0
2694,roses,0
2695,and,0
2696,violets,0
2698,the,0
2699,annual,0
2700,and,0
2701,biennial,0
2702,flowers,1
2703,of,0
2704,our,0
2705,gardens,0
2707,are,0
2708,rich,0
2709,in,0
2710,fragrance,1
2712,stocks,0
2714,mignonette,0
2716,sweet,0
2717,peas,0
2719,sweet,0
2720,sultan,0
2721,and,0
2722,wallflowers,0
2724,double,0
2725,rockets,0
2727,sweet,0
2728,scabious,0
2730,and,0
2731,many,0
2732,others,0
2734,the,0
2735,odours,1
2736,of,0
2737,which,0
2738,are,0
2739,not,0
2740,always,0
2741,so,0
2742,popular,0
2743,nan,0
2744,the,0
2745,garden,0
2746,borders,0
2747,bear,0
2748,for,0
2749,us,0
2750,odours,1
2751,as,0
2752,precious,0
2753,as,0
2754,any,0
2755,breath,0
2756,of,0
2757,tropic,0
2758,orchid,0
2760,from,0
2761,the,0
2762,lily,1
2763,of,0
2764,the,0
2765,valley,0
2766,to,0
2767,the,0
2768,carnation,1
2769,—,0
2770,this,0
2771,last,0
2772,being,0
2773,perhaps,0
2774,the,0
2775,most,0
2776,grateful,0
2777,odour,1
2778,of,0
2779,all,0
2780,the,0
2781,flowering,0
2782,host,0
2783,in,0
2784,our,0
2785,garden,0
2786,land,0
2787,nan,0
2788,among,0
2789,these,0
2790,borders,0
2791,one,0
2792,meets,0
2793,with,0
2794,things,0
2795,sweeter,0
2796,than,0
2797,words,0
2798,may,0
2799,tell,0
2800,of,0
2801,—,0
2802,woodruff,1
2804,balm,1
2806,pinks,0
2808,violets,0
2810,garden,0
2811,primroses,1
2813,polyanthus,1
2815,day,0
2816,and,0
2817,other,0
2818,lilies,0
2820,early,0
2821,iris,1
2823,narcissus,1
2825,evening,0
2826,primroses,1
2828,mezereon,1
2829,bush,0
2831,wallflower,1
2832,and,0
2833,pansies,1
2835,delicate,0
2836,in,0
2837,their,0
2838,sweetness,0
2839,nan,0
2840,then,0
2842,with,0
2843,violets,0
2844,and,0
2845,primroses,1
2846,on,0
2847,the,0
2848,banks,0
2849,they,0
2850,may,0
2851,be,0
2852,delightfully,0
2853,sheltered,0
2854,from,0
2855,the,0
2856,north,0
2857,and,0
2858,east,0
2859,by,0
2860,a,0
2861,grove,0
2862,of,0
2863,our,0
2864,native,0
2865,evergreens,0
2866,—,0
2867,holly,0
2868,and,0
2869,yew,0
2870,—,0
2871,these,0
2873,in,0
2874,their,0
2875,turn,0
2877,wreathed,0
2878,here,0
2879,and,0
2880,there,0
2881,with,0
2882,the,0
2883,fragrant,1
2884,autumn,0
2885,clematis,1
2887,honeysuckles,1
2889,and,0
2890,climbing,0
2891,wild,0
2892,roses,0
2893,nan,0
2894,in,0
2895,all,0
2896,countries,0
2898,civilised,0
2899,and,0
2900,savage,0
2902,in,0
2903,the,0
2904,religious,0
2905,festivals,0
2906,of,0
2907,all,0
2908,creeds,0
2910,and,0
2911,on,0
2912,all,0
2913,occasions,0
2914,whether,0
2915,of,0
2916,grief,0
2917,or,0
2918,rejoicing,0
2920,the,0
2921,scented,1
2922,attractions,0
2923,of,0
2924,flowers,1
2925,and,0
2926,plants,0
2927,possess,0
2928,an,0
2929,important,0
2930,significance,0
2932,and,0
2933,nature,0
2934,seems,0
2935,to,0
2936,have,0
2937,been,0
2938,most,0
2939,bountiful,0
2940,in,0
2941,her,0
2942,munificence,0
2943,in,0
2944,scattering,0
2945,these,0
2946,odoriferous,1
2947,treasures,0
2948,throughout,0
2949,our,0
2950,world,0
2952,to,0
2953,give,0
2954,cheerfulness,0
2955,to,0
2956,the,0
2957,earth,0
2958,and,0
2959,happiness,0
2960,to,0
2961,its,0
2962,inhabitants,0
2963,nan,0
2964,snuff,1
2965,perfum,0
2967,d,0
2968,with,0
2969,flowers,1
2970,nan,0
2971,the,0
2972,flowers,1
2973,much,0
2974,used,0
2975,for,0
2976,perfuming,0
2977,snuff,1
2979,are,0
2980,orange-flower,0
2981,water,0
2983,jasmin,0
2985,common,0
2986,roses,0
2988,musqued,0
2989,roses,0
2990,and,0
2991,tuberoses,0
2993,other,0
2994,flowers,1
2995,can,0
2996,hardly,0
2997,perfume,0
2998,naturally,0
3000,unless,0
3001,you,0
3002,use,0
3003,a,0
3004,great,0
3005,quantity,0
3006,of,0
3007,them,0
3009,and,0
3010,add,0
3011,to,0
3012,them,0
3013,some,0
3014,essence,1
3015,of,0
3016,the,0
3017,same,0
3018,flowers,1
3020,as,0
3021,you,0
3023,ll,0
3024,see,0
3025,in,0
3026,the,0
3027,receipts,0
3028,for,0
3029,perfuming,0
3030,snuff,1
3032,but,0
3033,when,0
3034,all,0
3035,is,0
3036,done,0
3037,the,0
3038,smell,1
3039,never,0
3040,last,0
3041,long,0
3043,as,0
3044,in,0
3045,other,0
3046,perfumes,0
3047,nan,0
3048,get,0
3049,a,0
3050,wooden,0
3051,box,0
3053,as,0
3054,big,0
3055,as,0
3056,you,0
3057,have,0
3058,occasion,0
3059,for,0
3061,line,0
3062,within,0
3063,with,0
3064,dry,0
3065,paper,0
3067,lay,0
3068,in,0
3069,it,0
3070,a,0
3071,bed,0
3072,of,0
3073,snuff,1
3074,an,0
3075,inch,0
3076,thick,0
3078,then,0
3079,a,0
3080,bed,0
3081,of,0
3082,flowers,1
3084,and,0
3085,so,0
3086,along,0
3087,till,0
3088,you,0
3089,have,0
3090,no,0
3091,more,0
3092,of,0
3093,it,0
3095,let,0
3096,it,0
3097,lay,0
3098,so,0
3099,in,0
3100,the,0
3101,flowers,1
3102,twenty,0
3103,four,0
3104,hours,0
3106,then,0
3107,searce,0
3108,your,0
3109,snuff,1
3111,to,0
3112,take,0
3113,out,0
3114,the,0
3115,flowers,1
3117,and,0
3118,renew,0
3119,them,0
3120,at,0
3121,the,0
3122,same,0
3123,time,0
3125,continue,0
3126,so,0
3127,doing,0
3128,four,0
3129,or,0
3130,five,0
3131,days,0
3133,and,0
3134,when,0
3135,you,0
3136,think,0
3137,your,0
3138,snuff,1
3139,is,0
3140,perfum,0
3142,d,0
3143,enough,0
3144,with,0
3145,flowers,1
3147,keep,0
3148,it,0
3149,very,0
3150,close,0
3151,in,0
3152,your,0
3153,boxes,0
3155,in,0
3156,a,0
3157,very,0
3158,dry,0
3159,place,0
3161,don,0
3163,t,0
3164,meddle,0
3165,with,0
3166,it,0
3167,when,0
3168,the,0
3169,flowers,1
3170,are,0
3171,within,0
3173,because,0
3174,it,0
3175,will,0
3176,not,0
3177,heat,0
3178,nan,0
3179,another,0
3180,manner,0
3181,of,0
3182,perfuming,0
3183,snuff,1
3184,with,0
3185,flowers,1
3186,nan,0
3187,get,0
3188,a,0
3189,good,0
3190,quantity,0
3191,of,0
3192,sheets,0
3193,of,0
3194,paper,0
3195,dryed,0
3196,before,0
3197,the,0
3198,fire,0
3200,of,0
3201,the,0
3202,bigness,0
3203,and,0
3204,shape,0
3205,or,0
3206,thereabouts,0
3207,of,0
3208,your,0
3209,boxes,0
3211,prick,0
3212,them,0
3213,all,0
3214,over,0
3215,with,0
3216,a,0
3217,big,0
3218,pin,0
3220,then,0
3221,to,0
3222,perfume,0
3223,your,0
3224,snuff,1
3225,with,0
3226,flowers,1
3228,lay,0
3229,a,0
3230,bed,0
3231,of,0
3232,them,0
3233,an,0
3234,inch,0
3235,thick,0
3236,in,0
3237,the,0
3238,box,0
3240,and,0
3241,over,0
3242,one,0
3243,sheet,0
3244,of,0
3245,that,0
3246,paper,0
3248,and,0
3249,over,0
3250,the,0
3251,paper,0
3252,a,0
3253,bed,0
3254,of,0
3255,flowers,1
3257,and,0
3258,another,0
3259,sheet,0
3260,of,0
3261,paper,0
3262,over,0
3263,the,0
3264,flowers,1
3266,lay,0
3267,over,0
3268,that,0
3269,sheet,0
3270,another,0
3271,bed,0
3272,of,0
3273,snuff,1
3275,and,0
3276,continue,0
3277,so,0
3278,doing,0
3279,till,0
3280,you,0
3281,have,0
3282,none,0
3283,left,0
3285,so,0
3286,the,0
3287,flowers,1
3288,are,0
3289,between,0
3290,two,0
3291,papers,0
3293,and,0
3294,the,0
3295,snuff,1
3296,too,0
3298,without,0
3299,touching,0
3300,the,0
3301,flowers,1
3303,and,0
3304,by,0
3305,that,0
3306,means,0
3307,the,0
3308,snuff,1
3309,takes,0
3310,naturally,0
3311,the,0
3312,smell,1
3313,of,0
3314,the,0
3315,flowers,1
3317,because,0
3318,the,0
3319,same,0
3320,smell,1
3321,is,0
3322,not,0
3323,corrupted,0
3324,or,0
3325,alter,0
3327,d,0
3328,by,0
3329,the,0
3330,snuff,1
3331,nan,0
3332,snuff,1
3333,perfum,0
3335,d,0
3336,with,0
3337,buds,0
3338,of,0
3339,roses,0
3340,nan,0
3341,take,0
3342,as,0
3343,much,0
3344,buds,0
3345,of,0
3346,roses,0
3347,as,0
3348,you,0
3349,will,0
3351,pluck,0
3352,out,0
3353,the,0
3354,green,0
3355,knots,0
3357,and,0
3358,in,0
3359,their,0
3360,room,0
3361,put,0
3362,as,0
3363,many,0
3364,cloves,0
3366,then,0
3367,throw,0
3368,them,0
3369,in,0
3370,a,0
3371,glass-bottle,0
3372,well,0
3373,stopt,0
3375,expose,0
3376,the,0
3377,bottle,0
3378,to,0
3379,the,0
3380,hot,0
3381,sun,0
3382,three,0
3383,weeks,0
3384,or,0
3385,a,0
3386,month,0
3388,you,0
3389,may,0
3390,use,0
3391,them,0
3392,after,0
3393,to,0
3394,perfume,0
3395,your,0
3396,snuff,1
3398,being,0
3399,cleansed,0
3400,they,0
3401,will,0
3402,give,0
3403,a,0
3404,very,0
3405,sweet,0
3406,smell,1
3407,to,0
3408,it,0
3409,nan,0
3410,snuff,1
3411,perfum,0
3413,d,0
3414,with,0
3415,a,0
3416,great,0
3417,many,0
3418,sorts,0
3419,of,0
3420,flowers,1
3421,nan,0
3422,nothing,0
3423,else,0
3424,is,0
3425,to,0
3426,be,0
3427,done,0
3429,but,0
3430,to,0
3431,mix,0
3432,together,0
3433,snuff,1
3434,perfum,0
3436,d,0
3437,with,0
3438,several,0
3439,sweet,0
3440,flowers,1
3442,and,0
3443,to,0
3444,prepare,0
3445,it,0
3446,so,0
3447,well,0
3448,by,0
3449,more,0
3450,or,0
3451,less,0
3452,of,0
3453,it,0
3455,that,0
3456,you,0
3457,can,0
3458,hardly,0
3459,discern,0
3460,which,0
3461,smell,1
3462,prevails,0
3464,and,0
3466,tis,0
3467,done,0
3468,nan,0
3469,get,0
3470,several,0
3471,sorts,0
3472,of,0
3473,sieves,0
3475,some,0
3476,of,0
3477,thin,0
3478,others,0
3479,of,0
3480,very,0
3481,thick,0
3482,cloth,0
3484,and,0
3485,so,0
3486,according,0
3487,to,0
3488,the,0
3489,courseness,0
3490,of,0
3491,your,0
3492,cloth,0
3494,you,0
3496,ll,0
3497,make,0
3498,the,0
3499,grains,0
3500,of,0
3501,your,0
3502,snuff,1
3503,in,0
3504,passing,0
3505,it,0
3506,through,0
3508,you,0
3509,must,0
3510,not,0
3511,searce,0
3512,it,0
3513,but,0
3514,when,0
3515,it,0
3516,is,0
3517,perfum,0
3519,d,0
3520,with,0
3521,flowers,1
3522,nan,0
3523,the,0
3524,true,0
3525,spanish,0
3526,snuff,1
3527,is,0
3528,very,0
3529,fine,0
3530,and,0
3531,redish,0
3533,to,0
3534,make,0
3535,it,0
3536,take,0
3537,red,0
3538,snuff,1
3539,in,0
3540,grains,0
3542,beat,0
3543,it,0
3544,in,0
3545,a,0
3546,mortar,0
3548,and,0
3549,pass,0
3550,it,0
3551,very,0
3552,fine,0
3553,through,0
3554,a,0
3555,sieve,0
3557,and,0
3558,being,0
3559,cleansed,0
3560,before,0
3561,it,0
3562,is,0
3563,colour,0
3565,d,0
3567,as,0
3568,i,0
3569,prescribe,0
3570,in,0
3571,the,0
3572,beginning,0
3573,of,0
3574,this,0
3575,treatise,0
3577,perfume,0
3578,it,0
3579,only,0
3580,with,0
3581,flowers,1
3583,then,0
3584,with,0
3585,some,0
3586,spanish,0
3587,perfume,0
3588,or,0
3589,other,0
3591,and,0
3593,tis,0
3594,done,0
3595,nan,0
3596,the,0
3597,oil,0
3598,distilled,0
3599,in,0
3600,britain,0
3601,from,0
3602,chamomile,1
3603,flowers,1
3604,nan,0
3605,the,0
3606,oil,0
3607,distilled,0
3608,in,0
3609,britain,0
3610,from,0
3611,the,0
3612,flowers,1
3613,of,0
3614,lavandula,0
3615,vera,0
3616,nan,0
3617,a,0
3618,good,0
3619,pot-hearbe,0
3620,nan,0
3621,iuly-flowers,0
3623,commonly,0
3624,called,0
3625,gilly-flowers,0
3627,or,0
3628,cloue-iuly-flowers,0
3629,(,0
3630,i,0
3631,call,0
3632,them,0
3633,so,0
3635,because,0
3636,they,0
3637,flowre,0
3638,in,0
3639,iuly,0
3640,),0
3641,they,0
3642,haue,0
3643,the,0
3644,name,0
3645,of,0
3646,cloues,0
3648,of,0
3649,their,0
3650,sent,0
3651,nan,0
3652,their,0
3653,vse,0
3654,is,0
3655,much,0
3656,in,0
3657,ornament,0
3659,and,0
3660,conforting,0
3661,the,0
3662,spirits,0
3664,by,0
3665,the,0
3666,sence,0
3667,of,0
3668,smelling,1
3669,nan,0
3670,iuly,0
3671,flowers,1
3672,of,0
3673,the,0
3674,wall,0
3676,or,0
3677,wall-iuly-flowers,0
3678,wall-flowers,0
3680,or,0
3681,bee-flowers,0
3683,or,0
3684,winter-iuly-flowers,0
3686,because,0
3687,growing,0
3688,in,0
3689,the,0
3690,walles,0
3692,euen,0
3693,in,0
3694,winter,0
3696,and,0
3697,good,0
3698,for,0
3699,bees,0
3701,will,0
3702,grow,0
3703,euen,0
3704,in,0
3705,stone,0
3706,walls,0
3708,they,0
3709,will,0
3710,seeme,0
3711,dead,0
3712,in,0
3713,summer,0
3715,and,0
3716,yet,0
3717,reuiue,0
3718,in,0
3719,winter,0
3720,nan,0
3721,slips,0
3722,twined,0
3723,as,0
3724,isop,0
3725,and,0
3726,sage,0
3728,would,0
3729,take,0
3730,best,0
3731,at,0
3732,michael-tide,0
3733,nan,0
3734,this,0
3735,flower,1
3736,is,0
3737,good,0
3738,for,0
3739,bees,0
3741,most,0
3742,comfortable,0
3743,for,0
3744,smelling,1
3746,except,0
3747,roses,0
3749,and,0
3750,kept,0
3751,dry,0
3753,is,0
3754,as,0
3755,strong,0
3756,after,0
3757,a,0
3758,yeere,0
3760,and,0
3761,when,0
3762,it,0
3763,is,0
3764,gathered,0
3765,nan,0
3766,we,0
3767,have,0
3768,the,0
3769,musk-ox,0
3771,the,0
3772,musky,1
3773,mole,0
3775,several,0
3776,species,0
3777,called,0
3778,musk-rat,0
3780,the,0
3781,musk-duck,0
3783,the,0
3784,muskbeetle,0
3786,while,0
3787,among,0
3788,plants,0
3789,which,0
3790,have,0
3791,received,0
3792,their,0
3793,names,0
3794,from,0
3795,a,0
3796,real,0
3797,or,0
3798,supposed,0
3799,musky,1
3800,odor,1
3801,are,0
3803,besides,0
3804,several,0
3805,that,0
3806,are,0
3807,called,0
3808,musk-plant,0
3810,the,0
3811,musk-rose,0
3813,the,0
3814,musk-hyacinth,0
3816,the,0
3817,musk-mallow,0
3819,the,0
3820,musk-orchid,0
3822,the,0
3823,musk-melon,0
3825,the,0
3826,muskcherry,0
3828,the,0
3829,musk-pear,0
3831,the,0
3832,musk-plum,0
3834,muskat,0
3835,and,0
3836,muscatels,0
3838,musk-seed,0
3840,musk-tree,0
3842,musk-wood,0
3844,etc,0
3846,2,0
3847,but,0
3848,a,0
3849,musky,1
3850,odor,1
3851,is,0
3852,not,0
3853,merely,0
3854,widespread,0
3855,in,0
3856,nature,0
3857,among,0
3858,plants,0
3859,and,0
3860,the,0
3861,lower,0
3862,animals,0
3864,it,0
3865,is,0
3866,peculiarly,0
3867,associated,0
3868,with,0
3869,man,0
3870,nan,0
3871,it,0
3872,consists,0
3873,of,0
3874,wash-leather,0
3875,steeped,0
3876,in,0
3877,ottos,0
3878,of,0
3879,neroli,1
3881,rose,1
3883,santal,0
3885,lavender,1
3887,verbena,0
3889,bergamot,0
3891,cloves,0
3893,and,0
3894,cinnamon,0
3896,subsequently,0
3897,smeared,0
3898,with,0
3899,civet,0
3900,and,0
3901,musk,1
3902,nan,0
3903,expresse,0
3904,a,0
3905,good,0
3906,quantity,0
3907,of,0
3908,the,0
3909,iuice,0
3910,thereof,0
3912,set,0
3913,it,0
3914,on,0
3915,the,0
3916,fire,0
3918,and,0
3919,giue,0
3920,it,0
3921,onely,0
3922,a,0
3923,walme,0
3924,or,0
3925,two,0
3927,then,0
3928,it,0
3929,will,0
3930,grow,0
3931,cleere,0
3933,before,0
3934,it,0
3935,be,0
3936,cooled,0
3938,pour,0
3939,away,0
3940,the,0
3941,cleerest,0
3943,filter,0
3944,with,0
3945,a,0
3946,peece,0
3947,of,0
3948,cotton,0
3950,and,0
3951,then,0
3952,euaporate,0
3953,your,0
3954,filtred,0
3955,iuyce,0
3957,till,0
3958,it,0
3959,come,0
3960,to,0
3961,a,0
3962,thicke,0
3963,substance,0
3965,and,0
3966,thus,0
3967,you,0
3968,shal,0
3969,haue,0
3970,a,0
3971,most,0
3972,excellent,0
3973,extracte,0
3974,of,0
3975,the,0
3976,rose,1
3978,gilliflower,0
3980,&,0
3981,c,0
3983,with,0
3984,the,0
3985,perfect,0
3986,sent,0
3987,and,0
3988,taste,0
3989,of,0
3990,the,0
3991,flower,1
3993,whereas,0
3994,the,0
3995,common,0
3996,waie,0
3997,is,0
3998,to,0
3999,make,0
4000,the,0
4001,extracte,0
4002,eyther,0
4003,by,0
4004,spirit,0
4005,of,0
4006,wine,0
4007,faire,0
4008,water,0
4010,the,0
4011,water,0
4012,of,0
4013,the,0
4014,plant,0
4016,or,0
4017,some,0
4018,kind,0
4019,of,0
4020,menstruum,0
4022,20,0
4023,nan,0
4024,drie,0
4025,the,0
4026,hearbe,0
4027,or,0
4028,flower,1
4030,and,0
4031,distill,0
4032,the,0
4033,same,0
4034,in,0
4035,faire,0
4036,water,0
4037,in,0
4038,a,0
4039,limbecke,0
4041,draw,0
4042,no,0
4043,longer,0
4044,then,0
4045,you,0
4046,find,0
4047,sent,0
4048,in,0
4049,the,0
4050,water,0
4051,that,0
4052,issueth,0
4054,reiterate,0
4055,that,0
4056,water,0
4057,vpon,0
4058,fresh,0
4059,herbes,0
4061,and,0
4062,distil,0
4063,as,0
4064,before,0
4066,diuiding,0
4067,the,0
4068,sweetest,0
4069,from,0
4070,the,0
4071,rest,0
4073,21,0
4074,nan,0
4075,after,0
4076,you,0
4077,haue,0
4078,digested,0
4079,your,0
4080,rose,1
4081,leaues,0
4082,by,0
4083,the,0
4084,speace,0
4085,of,0
4086,3,0
4088,moneths,0
4090,sicut,0
4091,ante,0
4093,num,0
4095,13,0
4097,eyther,0
4098,in,0
4099,barrels,0
4100,or,0
4101,hookers,0
4103,then,0
4104,distill,0
4105,the,0
4106,with,0
4107,faire,0
4108,water,0
4109,in,0
4110,a,0
4111,limbeck,0
4113,draw,0
4114,so,0
4115,long,0
4116,as,0
4117,you,0
4118,finde,0
4119,anie,0
4120,excellent,0
4121,smell,1
4122,of,0
4123,the,0
4124,rose,1
4126,then,0
4127,diuide,0
4128,the,0
4129,fatty,0
4130,oile,0
4131,that,0
4132,fleeteth,0
4133,on,0
4134,the,0
4135,top,0
4136,of,0
4137,the,0
4138,rose,1
4139,water,0
4141,and,0
4142,so,0
4143,you,0
4144,haue,0
4145,both,0
4146,excellent,0
4147,oile,0
4148,of,0
4149,roses,0
4151,and,0
4152,also,0
4153,good,0
4154,rosewater,0
4155,togither,0
4157,and,0
4158,you,0
4159,shall,0
4160,also,0
4161,haue,0
4162,more,0
4163,water,0
4164,then,0
4165,by,0
4166,the,0
4167,ordinarie,0
4168,way,0
4170,and,0
4171,this,0
4172,rosewater,0
4173,extendeth,0
4174,farther,0
4175,in,0
4176,physicall,0
4177,compositions,0
4179,and,0
4180,the,0
4181,other,0
4182,serueth,0
4183,best,0
4184,for,0
4185,perfumes,0
4186,and,0
4187,casting,0
4188,bottles,0
4189,nan,0
4190,it,0
4191,is,0
4192,invariably,0
4193,based,0
4194,on,0
4195,coumarin,0
4197,modified,0
4198,by,0
4199,lavender,1
4201,bergamot,0
4203,and,0
4204,other,0
4205,perfumes,0
4207,according,0
4208,to,0
4209,the,0
4210,exact,0
4211,note,0
4212,the,0
4213,perfumer,0
4214,wishes,0
4215,to,0
4216,give,0
4217,to,0
4218,his,0
4219,product,0
4220,nan,0
4221,all,0
4222,those,0
4223,who,0
4224,have,0
4225,travelled,0
4226,in,0
4227,that,0
