Unnamed: 0,sentence,Smell Word,Flower,Flower Smell,Flower Quality
1,"FLORIDA WATER . — This perfume , which , of course , is not protected with a proprietary name , is one of exceedingly popular character in America , and , to a smaller extent , in far Eastern countries that import it nan ",1,0,0,0
2,"It is , in the United States , largely what lavender water is in England nan ",0,1,0,0
3,"It is a toilet perfume somewhat resembling a mixture of lavender water and eau de Cologne , rounded off with one or more of the following bodies ; cassia oil ( or cinnamon oil , or cinnamic aldehyde ) ; clove oil ( or pimento oil , bay oil , or eugenol ) ; and lemongrass oil nan ",1,1,0,0
4,FOIN-COUPE . — This popular type of perfume is supposed to reproduce the odour of new-mown hay nan ,1,0,0,0
5,"It is invariably based on coumarin , modified by lavender , bergamot , and other perfumes , according to the exact note the perfumer wishes to give to his product nan ",1,1,1,0
6,"The odour of true new-mown hay is due more to the sweet-scented grass known as Anthoxanthum odoratum than to any other grass , although many others contribute to it nan ",1,0,0,0
7,"Several different types of clover , of course , also add to the fragrance of the hayfield odour nan ",1,0,0,0
0,nan ,0,0,0,0
1,All those who have travelled in that season on the coast of Genoa will no doubt remember what charming bouquets and garlands are made of the cassie intermixed with other flowers nan ,0,1,1,0
2,"To perfumers it is a most valuable assistant , possessing in the highest degree a fresh floral fragrance , which renders it highly useful in compounds nan ",1,1,0,1
3,"It bears some resemblance to the violet , and , being much stronger , is often used to fortify that scent , which is naturally weak nan ",1,1,0,1
4,"The cassie requires a very dry soil , well exposed to the sun ’ s rays nan ",0,1,0,0
5,The tree does five or six years old nan ,0,0,0,0
6,"The yield varies from 1 lb . to 20 lbs . for every tree , according to age and position nan ",0,0,0,0
7,The blossoms are gathered three times a week after sunrise : a very strong oil and pomade is obtained from them by maceration nan ,0,0,0,0
8,"In Africa , and principally in Tunis , an essential oil of cassie is made , which is sold at about £ 4,00 per ounce ; but French and Italian flowers are not sufficiently powerful to yield an essence nan ",1,1,1,0
9,"The violet is one of the most charming odours in nature , and well might Shakspeare exclaim — - Sweet thief , whence didst thou steal thy sweet that smells nan ",1,1,1,1
10,from my lore ’ s breath ? nan ,0,0,0,0
11,"It is a scent which pleases all , even the most delicate and nervous , and it is no wonder that it should be in such universal request nan ",1,0,0,0
12,"The largest and almost only violet plantations have hitherto been at Nice , its exceptional position rendering it the most available spot for them nan ",0,0,0,0
13,The species used is the double Parma violet ( Viola odorata ) nan ,0,0,0,0
14,"It requires a very cool and shady ground , and is generally placed in the orange and citron groves , at the foot of the trees , which screen it with their thick foliage from the heat of the sun nan ",0,0,0,0
15,"It flowers from the beginning of February to the middle of April , and each plant yields but a few ounces of blossoms , which are culled twice a week after sunrise nan ",0,1,1,0
16,"Jonquil ( Narcissus jonquila ) , and narcissus ( Narcissus odor at a ) , are two bulbous plants which are also cultivated for perfumery purposes , but in much smaller quantities than any of those already mentioned , their peculiar aroma rendering their use limited nan ",1,1,1,1
17,"The former is to be found chiefly in the south of France , and the latter in Algeria nan ",0,1,0,0
18,"Mignonnette , lilac , and hawthorn are also sometimes worked into pomades , but on such a small scale that they are not worth mentioning nan ",0,1,0,0
19,The extracts named after those flowers are generally produced by combination nan ,0,1,0,0
20,"The herbal series comprises all aromatic plants , such as lavender , spike , peppermint , rosemary , thyme , marjoram , geranium , patchouly , and wintergreen , which yield essential oils by distillation nan ",1,1,1,1
21,"Lavender was extensively used by the Romans in their baths , whence it derived its name nan ",0,0,0,0
0,nan ,0,0,0,0
1,"VIII THERE IS A QUALITY OR VIRTUE IN BODIES , WHICH WE CALL THEIR SMELL nan ",1,0,0,0
2,"HOW THIS IS CONNECTED IN THE IMAGINATION WITH THE SENSATION We have considered smell as signifying a sensation , feeling , or impression upon the mind , and in this sense , it can only be in a mind , or sentient being : but it is evident , that mankind give the name of smell much more frequently to something which they conceive to be external , and to be a quality of body ; they understand something by it which does not at all infer a mind , and have not the least difficulty in conceiving the air perfumed with aromatic odours in the deserts of Arabia , or in some uninhabited island where the human foot never trod nan ",1,0,0,0
3,"Every sensible day-labourer hath as clear a notion of this , and as full a conviction of the possibility of it , as he hath of his own existence ; and can no more doubt of the one than of the other nan ",0,0,0,0
4,"Suppose that such a man meets with a modern philosopher , and wants to be informed , what smell in plants is nan ",1,0,0,0
5,"The philosopher tells him , that there is no smell in plants , nor in any thing but in the mind : that it is impossible there can be smell but in a mind ; and that all this hath been demonstrated by modern philosophy nan ",1,0,0,0
6,"The plain man will , no doubt , be apt to think him merry : but if he finds that he is serious , his next conclusion will be , that he is mad ; or that philosophy , like magic , puts men into a new world , and gives them different faculties from common men nan ",0,0,0,0
7,And thus philosophy and common sense are set at variance nan ,0,0,0,0
8,But who is to blame for it nan ,0,0,0,0
9,In my opinion the philosopher is to blame nan ,0,0,0,0
10,"For if he means by smell what the rest of mankind most commonly mean , he is certainly mad nan ",1,0,0,0
11,"But if he puts a different meaning upon the word , without observing it himself , or giving warning to others , he abuses language , and disgraces philosophy , without doing any service to truth : as if a man should exchange the meaning of the words daughter and cow , and then endeavour to prove to his plain neighbour , that his cow is his daughter , and his daughter his cow nan ",0,0,0,0
12,"I believe there is not much more wisdom in many of those paradoxes of the ideal philosophy , which to plain sensible men appear to be palpable absurdities , but with the adepts pass for profound discoveries nan ",0,0,0,0
13,"I resolve , for my own part , always to pay a great regard to the dictates of common sense , and not to depart from them without absolute necessity ; and therefore I am apt to think , that there is really something in the rose or lily , which is by the vulgar called smell , and which continues to exist when it is not smelled : and shall proceed to inquire what this is ; how we come by the notion of it ; and what relation this quality or virtue of smell hath to the sensation , which we have been obliged to call by the same name , for want of another nan ",1,1,1,0
14,"Let us therefore suppose , as before , a person to exercise the sense of smelling : a little experience will discover to him , that the nose is the organ of this sense , and that the air , or something in the air , is a medium of it nan ",1,0,0,0
15,"And finding by further experience , that when a rose is near , he has a certain sensation ; when it is removed , the sensation is gone ; he finds a connection in nature betwixt the rose and this sensation nan ",0,1,0,0
16,"The rose is considered as a cause , occasion , or antecedent , of the sensation ; the sensation as an effect or consequent of the presence of the rose : they are associated in the mind , and constantly found conjoined in the imagination nan ",0,1,0,0
17,"But here it deserves our notice , that although the sensation may seem more closely related to the mind its subject , or to the nose its organ ; yet neither of these connections operate so powerfully upon the imagination , as its connection with the rose its concomitant nan ",0,1,1,0
18,"The reason of this seems to be , that its connection with the mind is more general , and no way distinguisheth it from other smells , or even from tastes , sounds , and other kinds of sensations nan ",1,0,0,0
19,"The relation it hath to the organ , is likewise general , and doth not distinguish it from other smells ; but the connection it hath with the rose is special , and constant : by which means they become almost inseparable in the imagination ; in like manner as thunder and lightning , freezing and cold nan ",1,1,0,0
20,"SECTION IX THAT THERE IS A PRINCIPLE IN HUMAN NATURE , FROM WHICH THE NOTION OF THIS , AS WELL AS ALL OTHER NATURAL VIRTUES OR CAUSES , IS DERIVED In order to illustrate further how we come to conceive a quality or virtue in the rose which we call smell , and what this smell is , it is proper to observe , that the mind begins very early to thirst after principles , which may direct it in the exertion of its powers nan ",1,1,1,0
21,"The smell of a rose is a certain aff ection or feeling of the mind ; and as it is not constant , but comes and goes , we want to know when and where we may expect it , and are uneasy till we find something , which being present , brings this feeling along with it , and being removed , removes it nan ",1,1,1,0
22,"This , when found , we call the cause of it ; not a strict and philosophical sense , as if the feeling were really effected or produced by that cause , but in a popular sense : for the mind is satisfied , if there is a constant conjunction between them ; and such causes are in reality nothing else but laws of nature nan ",0,0,0,0
0,nan ,0,0,0,0
1,II nan ,0,0,0,0
2,Or Hot Bitters nan ,0,0,0,0
3,"A middle state of Vegetable Oyl , is observable in Turpentine Plants , as in Hypericon ; and their Smell and Taste will evince them to be pure Turpentine ; their Taste is Bitterish and Astringent , and their Smell Terebinthinate : in these the Acid fixes much on the Earthy Parts , and produces an Astringency ; whereby the Oyl is more loosned from it nan ",1,0,0,0
4,"It ' s well known , that all Turpentine and Gums have a latent Acid , whence they are more easily distilled by additions of Absorbents ; and their true Vertues best Extracted by Tinctura Satis Tartari nan ",0,0,0,0
5,"The Vertues of Turpentine Plants depending on the Oyl , are Pectoral , Cleansing , and Diuretick ; and by their Astringent Faculty stopping ; but by both Vulnerary : for what better Vulnerary can there be , than that which is Cleansing , and Astringent , and smells Balsamick , as Turpentine Plants These Plants do bear the name of Balsamick , which are Terebinthinate and Aromatick ; as Botrys , Mecha-Balsam , Juniper , Ladanum segetum ; and these are more agreeable to the Stomach , than ordinary Turpentine ; and besides , their Vulnerary Faculty may be Cordial , they being also Aromatick nan ",1,0,0,0
6,"To these I must add another Class of Balsamicks , which having Turpentine in their Smell , give a Smell like dead Nettle ; so in red Lamium there is a Turpentine flavor , but another Smell is perceived also nan ",1,0,0,0
7,"In Panax coloni , and Sideritis , there is the same Dead-Nettle Smell ; and in Galeopsis both Smells are perceivable nan ",1,0,0,0
8,"A third degree of Balsamicks is in the Geranium Moschatum , and Geranium Columbinum , which taste Astringent , & smell of Musk ; and since other Geraniums smell of Turpentine , but these of Musk , I do suppose that the highest state of the Oyl Vegetable , is a rarefied Turpentine , which thereby becomes Odoriferous : Hence Terebinthinates taken inwardly , after a farther separation from their Acid , by the Salts of the Blood , cause a Violet Smell in the rine , because Aromaticks produce the same effects in the rine ; therefore Aromatick Odors , and Turpentine , are of an agreeable nature nan ",1,1,0,0
9,"Many Turpentine Balsams are of an Aromatick Smell , as Balsam de Tolu , Balsam Mechae , Balsam Peruvian , Benjamin , Storax ; and many Herbs , as Ladanum segetum , and Botrys , which have a Fragrant Terebinthinate Smell ; and so has Juniper , Cedar , and Sassafras ; besides Oyl of Turpentine will easily extract these Fragrant Oyls from Vegetables , and is frequently mixt with them by Sophistications ; whence I may argue , that they differ only as Turpentine is mixt with a latent Acid ; and as the other are more pure from Acid ; and therefore more Aethereal or Odoriferous : The Roots of Valerian smell like Turpentine , and the Flowers like Jessamy a little dryed nan ",1,1,1,0
10,"Strong Bitters , with a Fetid Odor , as Ballote ; these by their Bitterness correct Acids in the Stomach and Blood , and by their Fetidness amend the Acid in the Nervous Juyce , and cause an equal expansive motion of the Spirits , and prevent their unequal distribution into some Nerves , as in Fits of Convulsion nan ",1,0,0,0
